SMILES,LogP
C1CCCN1C2=CC(=O)C=3C(C2=O)=CC=CC=3,3.729
C1(=CC(C=CC1=O)=O)Cl,2.491
C1(=CC(C=CC1=O)=O)C2=CC=CC=C2,3.403
C1(C=CC(=O)N1)=O,1.166
O=C1C=CC(=O)N1C=2C=CC=CC=2,2.523
C1(=O)C=CC(=O)C2=C(C=CC(O)=C12)O,3.589
C1(C=2C(=CC=CC=2O)C(C=C1)=O)=O,2.986
C1(=O)C=CC(=O)C2=CC=CC=C12,3.611
O=[N+](C1C(C=CC([N+](=O)[O-])C1=O)=O)[O-],4.063
N1C(=O)C=NC(C2=CC=C(C=C12)Cl)C3=C(C=CC=C3F)F,4.8
C=1C(=CC=C2NC(C=NC(C3=CC=C(Br)C=C3)C=12)=O)Br,5.7
N1C(=O)C=NC(C=2C1=CC=C(Br)C=2)C=3C=CC(Cl)=CC=3,5.08
N1C(=O)C=NC(C=2C1=CC=C(Cl)C=2)C=3C=CC(F)=CC=3,4.166
C=1C(=CC=C2NC(C=NC(C=3C=C(C=CC=3)Br)C=12)=O)Br,5.158
FC(F)(F)C1=CC(=CC=C1)C2C3=CC=CC=C3NC(C=N2)=O,4.509
N1C(=O)C=NC(C=2C1=CC=C(Br)C=2)C=3C=C(Cl)C=CC=3,4.93
N1C(=O)C=NC(C=2C1=CC=C(Br)C=2)C=3C=CC=CC=3,4.162
FC(F)(F)C1=CC=C2C(=C1)C(C3=CC=CC=C3)N=CC(=O)N2,4.661
N1C(=O)C=NC(C=2C1=CC=C(Cl)C=2)C=3C=CC=CC=3,3.335
N1C(=O)C=NC(C=2C1=CC=C(F)C=2)C=3C=CC=CC=3,3.62
N1C(=O)C=NC(C=2C1=CC=C([N+]([O-])=O)C=2)C=3C=CC=CC=3,3.915
FC(F)(F)C=1C=C2C(=CC=1)C(C3=CC=CC=C3)N=CC(N2)=O,4.771
C=1(C2C3=CC=CC=C3NC(C=N2)=O)C=CC=CC=1,3.751
C1=C2C(N=CC(NC2=CC=C1Br)=O)C3=CC=CC=C3Br,4.808
C=1C=CC=C(C2N=CC(NC3=CC=C(Cl)C=C23)=O)C=1Br,4.452
FC(F)(F)C=1C(C2N=CC(NC3=CC=C(C=C23)[N+](=O)[O-])=O)=CC=CC=1,3.991
FC(F)(F)C=1C(=CC=CC=1)C2C=3C(=CC=CC=3)NC(C=N2)=O,3.786
C1(C2=CC(=CC=C2NC(C=N1)=O)Br)C=3C(=CC=CC=3)Cl,3.8230000000000004
C1(N=CC(NC2=CC=C(Cl)C=C12)=O)C=3C(=CC=CC=3)Cl,4.249
C1(C2=CC(=CC=C2NC(C=N1)=O)[N+]([O-])=O)C=3C(=CC=CC=3)Cl,3.797
C1=C2C(N=CC(NC2=CC=C1Br)=O)C3=CC=CC=C3F,5.042666666666666
C1(=O)C=NC(C2=CC=CC=C2F)C=3C(=CC(=C(Cl)C=3)Cl)N1,5.125
ClC1=CC=C2NC(C=NC(C2=C1)C3=CC=CC=C3F)=O,4.156
C1(=CC=C2C(C(N=CC(N2)=O)C3=CC=CC=C3F)=C1)[N+]([O-])=O,3.83
C=12C(=CC=CC=1)NC(=O)C=NC2C3=CC=CC=C3F,3.584
C1(=CC=C2C(=C1)C(N=CC(N2)=O)C3=CC=CC=C3[N+](=O)[O-])[N+]([O-])=O,2.803
N1C(=O)C=NC(C=2C1=CC=C(Br)C=2)C=3N=CC=CC=3,3.534
N1C2=CC=C(Cl)C=C2C(C=3C=CC=CC=3)[N+](=CC1=O)[O-],3.064
C1=CC=C2C(C(CC(=O)C2=C1)=NCCO)=O,2.973
C1=CC(=CC=C1)N2C(=O)CC(=O)N2C3=CC=CC=C3,2.601
O=C1ON(C(=O)C1)C=2C=CC=CC=2,2.817
N1C(=O)CC(NC1=O)=O,0.159
C1=CC=C2C(=O)C(CC(=O)C2=C1)=O,3.067
C1(=CC=CC=C1)C=2NC(=O)CC=2O,1.938
C1=C(CC(N1CC2=CC=CC=C2)=O)O,1.869
C1=C(C(OC2CC(=O)N2)=O)C=CC=C1,3.148
C1(OC2NC(C2)=O)=C3C(C=CC=C3)=CC4=C1C=CC=C4,4.563
C=1C(=CC=C(C=1)C2=CC=CC=C2)OC3CC(=O)N3,4.125
C1(=CC=C(OC2CC(=O)N2)C=C1)C(C=CC=3C=CC=CC=3)=O,4.216
C(CC(C1=CC=C(OC2CC(=O)N2)C=C1)=O)C3=CC=CC=C3,3.82
C=1C(=CC=C(C(C2=CC=CC=C2)=O)C=1)OC3CC(=O)N3,3.601
C1=2C=CC=CC1=CC(OC3CC(=O)N3)=CC=2,3.852
C=1C=CC=CC=1COC(C=2C=CC=C(OC3CC(=O)N3)C=2)=O,4.193
C1=CC=CC2=C1C(=CC=C2)OC3CC(=O)N3,4.611
C=1C=C(C(=CC=1)OC2CC(=O)N2)C(=O)C3=CC=CC=C3,3.183
C1(SC2=CC=C(C=C2)Cl)CC(=O)N1,3.807
C1=C2C=CC=CC2=CC(SC3CC(=O)N3)=C1,4.858
C1=CC(COC(C2=CC=CC=C2SC3CC(=O)N3)=O)=CC=C1,4.198
C1(CC(=O)N1)SC=2N=CC=CC=2,2.132
C1=CC(=CC=N1)SC2NC(C2)=O,2.004
N1=C(SC=2C1=CC=CC=2)SC3CC(=O)N3,3.549
C=1C(F)=C(C2C3=CC=4OCCOC=4C=C3NC(=O)C2)C(Cl)=CC=1,4.615
C1(O)=C2C(CC(C=3C=C(C(=CC=3)O)O)OC2=CC(O)=C1)=O,3.988
C1=C2C(C(CC(C=3C=C(C(=CC=3)O)O)O2)=O)=CC=C1O,3.367
C=1C=CC(=C2C(CC(C=3C=C(C(=CC=3)O)O)OC=12)=O)O,4.21
C1(OC2=CC(O)=CC(O)=C2C(C1)=O)C3=CC=C(C=C3)O,4.159
C1=CC(=CC(=C1)C2OC3=CC(O)=CC(O)=C3C(C2)=O)O,4.233
C1(C2=CC=CC=C2)OC3=CC=CC=C3C(C1)=O,4.897
C=1C(C2C=3C(=CC=CC=3)NC(C2)=O)=CC=CC=1,4.053
C=1(N(C=2C=CC=CC=2)C(N(C3CC(=O)C4OCC3O4)N=1)=S)C5=CC=CC=C5,5.218
C1CCC2(C1)C(=O)N(OC=3C=CC=CC=3)C(=O)C2,3.62
C1CN(CCN1CCCCN2C(CC3(CC2=O)CCCC3)=O)C4=NC=CC=N4,3.819
O=C1NCC2C(C1)C(=O)NC2,-0.288
[N+]([O-])(C1=CC=C2C(=C1)C34C5CC6C7C(CC(N2C37)=O)OCC=C6CN5CC4)=O,3.074
C12C3C4C56C(C1)N(CC2=CCOC3CC(=O)N4C7=CC=CC=C57)CC6,3.17
C1N2CC3=CCOC4C5C6N(C(=O)C4)C=7C(=CC=CC=7)C6(C2(O)CC35)C1,3.228
C1(O)=CCC(=O)N1C=2C=C(C=C(Cl)C=2)Cl,2.911
C=1C=C(Br)C=CC=1N2C(=CCC2=O)O,2.848
FC(F)(F)C=1C=CC(N2C(=CCC2=O)O)=CC=1,2.799
C1=C(C=CC(Cl)=C1)N2C(=CCC2=O)O,2.428
C1=C(C=CC(F)=C1)N2C(=CCC2=O)O,2.216
C1=C(C=CC([N+]([O-])=O)=C1)N2C(=CCC2=O)O,1.97
FC(F)(F)C=1C=CC=C(N2C(=O)CC=C2O)C=1,2.614
C1=C(N(C2=CC=CC(=C2)Cl)C(C1)=O)O,2.363
C1=C(N(C2=CC=CC(F)=C2)C(C1)=O)O,1.827
C1=C(N(C2=CC=CC(=C2)I)C(C1)=O)O,2.855
C1=C(O)N(C(=O)C1)C=2C=CC=CC=2,1.303
C=1(N2C(CC=C2O)=O)C(Br)=CC=CC=1,2.639
FC(F)(F)C1=CC=CC=C1N2C(=O)CC=C2O,2.039
C1C=C(O)N(C1=O)C2=CC=CC=C2Cl,2.035
C=1C=CC=C(F)C=1N2C(CC=C2O)=O,2.127
C=1(I)C(N2C(CC=C2O)=O)=CC=CC=1,2.254
C=1C=C([N+](=O)[O-])C(N2C(CC=C2O)=O)=CC=1,1.719
O=C1C=2C(C(=O)N1C3CCC(NC3=O)=O)=CC=CC=2,1.817
C1CC(NC1=O)C2=CC=C[N+](=C2)[O-],0.591
C1CC(CCN1CC=2C=CC=CC=2)C3(C(=O)NC(CC3)=O)C4=CC=CC=C4,5.005
C=1N=CC(C2NC(CC2)=O)=CC=1,1.123
C1CC1CN2C3CC4=CC=C(C=5OC6C(C3(O)CCC6=O)(CC2)C4=5)O,3.25
C1(CCC2CCC(=O)N12)=O,1.275
C1CC2(C(CCC(=O)O2)CC1)O,2.644
O=C1CCC2C(C1)CCCC2,3.505
O=C1CCC=C2C1C(C3C(=O)CCC=C3O2)C=4C=CC(OCC=5C(F)=CC=CC=5)=CC=4,6.168
C1CCC(C1)=O,1.49
C1CCCCC(CCCCCC1)=O,5.81
C1CCCCCCCCCCNC1=O,4.362
C1CCCCCCC(N1)=O,2.145
C1CCCCCC(N1)=O,1.891
C1CCOC(=O)C1,1.079
[N+]([O-])(=O)C1=CC=C(OCCN2CCCC2=O)C=C1,2.692
C=1C=CC=CC=1CN2CCCC2=O,2.605
OCC1C(O)C(C(N2CCC(=O)CC2=O)O1)O,0.565
N1N(CCC1=O)C=2C=CC=CC=2,0.593
C1C(=O)N2CCC=3C=CC=C(C1)C2=3,3.0620000000000003
C1C(NC2=CC=CC=C2C1)=O,2.585
C=1C=CC=CC=1CN2CC(=O)NC2=O,1.495
[N+]([O-])(=O)C1=CC=C(C=C1)C2=CC=C(O2)C=NN3CC(=O)NC3=O,3.074
C1=C(OC(=C1)C=NN2CC(=O)NC2=O)[N+]([O-])=O,0.957
FC(F)(F)CN1C2=CC=C(Cl)C=C2C(C=3C=CC=CC=3)=NCC1=O,5.382
C1CC1CN2C3=CC=C(C=C3C(=NCC2=O)C=4C=CC=CC=4)Cl,5.15
C=1(C2=CC([N+]([O-])=O)=CC=C2N(CC(O)CO)C(CN=1)=O)C3=CC=CC=C3,1.814
FC(F)(F)CN1C=2C(=CC(Cl)=CC=2)C(=NCC1=O)C=3C(F)=CC=CC=3,4.738
C=1C=CC=C(F)C=1C=2C=3C(=CC=C(Cl)C=3)N(C(=O)CN=2)CC(CO)O,2.85
C1(=O)NC(NC1)=O,-0.462
C1C(=O)N(C(=O)N1)C=2C=CC=CC=2,1.952
O=S1(=O)CC(NC1C2=CC=CC=C2)=O,1.759
OCCN1C(=O)C[N+](=C(C2=CC=CC=C2)C=3C1=CC=C(Cl)C=3)[O-],1.063
C1C(NC2=CC=CC=C12)=O,2.637
C1=C(OC(C=C2C(NC(S2)=O)=O)=C1)[N+]([O-])=O,2.02
O=C1NC(NC(=O)C1=O)=O,-0.475
C(C1=CC=CC=C1)C2NC(=O)NC2=O,2.189
C1=C(CC2C(=O)NC(=O)O2)C=CC=C1,2.66
S1C(C(=O)NC1=O)CC2=CC=CC=C2,3.38
C1(=CC=CC=C1)C2(C(NC(=O)N2)=O)C=3C=CC(O)=CC=3,3.8091999999999997
C=1C=CC(=CC=1)C2(C=3C=CC=CC=3)C(NC(NC2=O)=O)=O,3.315
C1=CC=C(C=C1)C2(C3=CC=CC=C3)C(=O)NC(=O)N2,3.971
C1=CC=C(C=C1)C2(C=3C=CC=CC=3)C(NC(N2S(=O)(=O)C4=CC=C(C=C4)Cl)=O)=O,5.75
C=1(C=CC=CC=1)C2(C=3C=CC=CC=3)N(S(=O)(=O)C=4C=CC=CC=4)C(NC2=O)=O,5.461
O=C1NC(NC(=O)C1C=2C=CC=CC=2)=O,1.486
N1C(=O)C(C(C1=O)=O)C=2C=CC=CC=2,3.823
C1(C=2C=CC=CC=2)C(=O)NC(=O)N1,1.744
C=1(C=CC=CC=1)C2OC(=O)NC2=O,2.498
C1(C(=O)NC(=O)N1)C=2C=NC=CC=2,0.486
N1C(=O)C2(CC2)C(NC1=O)=O,1.208
C1CCC2(C1)C(=O)NC(NC2=O)=O,1.648
C1(=O)NC(NC(=O)C12CCCCC2)=O,2.364
C1(=O)NC(NC(=O)C12CCCCCC2)=O,2.723
C1CCCCCCC12C(NC(NC2=O)=O)=O,3.399
C1(NC(NC(=O)C12CCCCCCCCCC2)=O)=O,5.316
O=C1C(N(C(=O)NC1=O)CC2=CC=CC=C2)=O,2.38
C1(N(C(=O)NC1=O)CC2=CC=CC=C2)=O,2.453
O=C1NC(C(=O)N1C=2C=CC=CC=2)=O,1.631
N1C(C2=CC=C(C3=CC=CC=C3)C=C2C1=O)=O,4.544
C=1C=CC=C2C(=O)NC(=O)C=12,2.461
C1CC2(CCC1)C(=O)NC(NC2=O)=S,3.086
N1C(=O)C(C(NC1=S)=O)C(NC2=CC=CC=C2)=O,1.606
C1=C(OC(=C1)C=CC=C2C(NC(=S)S2)=O)[N+]([O-])=O,2.299
C1=C(OC(C=C2C(NC(=S)S2)=O)=C1)[N+]([O-])=O,1.852
C1(NC(C(NC1CC=2C=CC=CC=2)=O)CC=3C=CC=CC=3)=O,3.013
C12CCNC(=O)C1C(NC2)=O,0.504
C1=C(OC(N2CCNC2=O)=C1)[N+]([O-])=O,1.801
O=S1(=O)NC(C2=CC=CC=C12)=O,2.534
C1CC1NC(C=2C=C3C(SC(=CC=4C=CC=CC=4)C(=O)N3)=CC=2)=O,5.566
O=C1C(=O)NC(C2=CC(Cl)=CC=C2N1)C3=CC=CC=C3,4.487
O=C1C(NC(C2=CC(Cl)=CC=C2N1)C=3C(=CC=CC=3)Cl)=O,3.812
[N+]([O-])(C1=CC=C2NC(C(=O)C2=C1)=O)=O,2.311
C=1C=CC=C2NC(C(=O)C=12)=O,2.284
C1(Cl)=CC=C(C=C1)N=C2OC(C=3CCCCC2=3)=O,5.428
O=C1C=2C(=CC=CC=2)C(=O)O1,3.066
C1CC(CCC1)C2C=3C(C(=O)O2)=CC=CC=3,4.735
C1=CC(CC2C=3C(=CC=CC=3)C(=O)O2)=CC=C1,4.643
O=C1OC(C2=CC=CC=C12)O,2.441
C1CCC2(C1)OC(C3=CC=CC=C23)=O,4.085
C1=C(OC(=C1)C=NN2C(OCC2)=O)[N+]([O-])=O,1.216
C=1(C(Cl)=C(Cl)C(=C2COC(=O)C=12)Cl)Cl,3.999
C1=2C(=O)OCC1=CC=CC=2,2.301
C=1C=C2C(OC(C(C2=O)CC3C(OC4=CC=CC=C4C3=O)=O)=O)=CC=1,2.734
[O-][N+](=O)C=1C=C(C=C2C(C3=C(C(=CC([N+](=O)[O-])=C3)[N+](=O)[O-])C=12)=O)[N+]([O-])=O,4.694
C=1(C=C2C(=CC=1)C=3C(=CC(=CC=3)[N+](=O)[O-])C2=O)[N+](=O)[O-],4.062
O=C1N(CCO)C(=O)C=2C1=CC(OC=3C=CC=C(OC=4C=C5C(=O)N(C(C5=CC=4)=O)CCO)C=3)=CC=2,6.104
C=1C=C2C(=CC=1)C(C=3C2=CC=CC=3)=O,4.815
OC1(O)C(=O)C=2C(C1=O)=CC=CC=2,2.35
C=1C=CC(=CC=1)C(C=2C=CC=CC=2)C(C3C(=O)C=4C(C3=O)=CC=CC=4)=O,6.062
C1(C2=CC=CC=C2C(=O)C1C=3C=CC(=CC=3)C4=CC=CC=C4)=O,6.16
O=C1C2=CC=CC=C2C(=O)C1C=3C=CC(=CC=3)Br,5.237
FC(F)(F)C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,5.029
O=C1C2=CC=CC=C2C(=O)C1C=3C=CC(Cl)=CC=3,4.939
C=12C(=CC=CC=1)C(=O)C(C2=O)C=3N=C4C(=CC=3)C=CC=C4,5.792
FC(F)(F)C=1C=CC=C(C2C(C3=CC=CC=C3C2=O)=O)C=1,5.1
C=1C=CC=C2C(=O)C(C(=O)C=12)C=3C=C(Cl)C=CC=3,5.361
C1=2C(C(=O)C(C1=O)C=3C=CC=CC=3)=CC=CC=2,4.058
C=12C(=CC=CC=1)C(=O)C(C2=O)C3=NC4=C(C=C3O)C=CC=C4,6.402
C=12C(=CC=CC=1)C(=O)N(C2=O)CCCCBr,4.55
ClC(Cl)(Cl)SN1C(=O)C2=CC=CC=C2C1=O,4.204
FC(F)(F)C1=CC=CC=C1N2C(=O)C3=CC=CC=C3C2=O,4.128
FC(F)(F)S(=O)C1=CC=CC=C1N2C(C=3C(C2=O)=CC=CC=3)=O,4.467
C1=2C(=O)C=3C(=CC=CC=3O)C(=O)C1=CC=CC=2,5.02
C1=CC=C2C(=C1)C(C=3C=CC4=C(C=CC=C4)C=3C2=O)=O,6.027
C=1C=CC=C2C=1C(C3=CC=CC=C3C2=O)=O,4.775
C12=CC=CC=C1CC=3C(=CC=CC=3)C2=O,5.138
C=12C(=CC=CC=1)C(N(CO2)CCO[N+]([O-])=O)=O,3.782
OCC(C=O)OC(C=O)N1C2=NC=NC(=C2N=C1)O,-0.468
ClC(Cl)(Cl)C=O,2.69
C=1C=C(C=O)C=2C(N3CCC(C=13)C(=O)O)=CC(=CC=2)Br,5.12
C1=C(OC(=C1)C=CC=O)[N+]([O-])=O,2.45
C(=CC=1C=CC=CC=1)C=O,2.95
C1CN1C=2C(=C(O)C(N3CC3)=C(NCCO)C=2O)NCC=O,-0.407
C=1C=CC=CC=1CC=O,3.543
C1CCN(C1)C=O,1.542
C(=NC=O)CC1=CC=CC=C1,3.533
C1=C([N+]([O-])=O)OC(=C1)C=2NC(SC=2)=NC=O,0.476
N(C=O)=C1NC=CS1,2.3899999999999997
ClC(Cl)(Cl)C(N1CCN(CC1)C(C(Cl)(Cl)Cl)NC=O)NC=O,3.285
C(=O)NC=1C=CC(Cl)=CC=1,3.754
C(=O)NC=1C=CC(F)=CC=1,2.7
[N+]([O-])(=O)C1=CC=C(C=C1)NC=O,2.242
C(=O)NC1=CC=CC([N+](=O)[O-])=C1,2.546
C=1C2=C(N=CC=C2)C(=CC=1)NC=O,3.485
C(=O)NC=1C=CC=CC=1,2.675
C1=CC=CC=C1OC=O,2.174
C=1(C=O)C(NC(NC=1)=O)=O,0.546
O=CC1=CNC=2C=CC=CC1=2,3.41
C1=C(C(=CC(=C1)O)C=O)O,2.318
O=C(O)C1=CC=C(C=C1)C=O,3.457
C=1C(Cl)=CC=C(C=1)C=O,3.295
C=1C(F)=CC=C(C=1)C=O,3.0
C=1C=C(C=C(Br)C=1O)C=O,3.076
C=1C=C(C=O)C=C(C=1O)O,2.729
C=1C=C(C=C([N+]([O-])=O)C=1O)C=O,2.985
C12=C(C(=CC=C1C=O)O)N=CC=C2,3.121
C=1C(=CC=C(C=1)C=O)O,2.78
C1(=CC=C(C=C1)C=O)OCC(=O)O,2.395
[N+]([O-])(=O)C1=CC=C(C=C1)C=O,2.914
C1=C(OC(=C1)C=O)[N+]([O-])=O,0.8823333333333334
C1=CC=CC2=CC=C(N=C12)C=O,3.954
C=1C=CC=CC2=CC=C(C=O)C=12,4.012
O=CC=1NC=CC=1,2.402
FC(F)(F)C1=CC(=CC=C1)C=O,4.046
O=CC1=CC=CC(=C1)Cl,3.602
O=CC1=CC=CC(O)=C1,2.591
C=1C=CC(=CC=1C=O)OC2=CC=CC=C2,4.806
C=1(C=CC=C(C=O)C=1)[N+](=O)[O-],3.234
C=1C=CC(=CC=1)C=O,2.766
O=CC1=CC=CC=C1O,3.176
C=1C=NC(=CC=1)C=O,1.825
C=1N=CC(=CC=1)C=O,1.2842500000000001
O=CC1=CC=CO1,1.869
C1(=CC=CS1)C=O,2.375
C1=CC(=CC=N1)C=O,2.402
O=CC=1C=CSC=1,2.622
C1=C(C=CC=C1)C=2C(=NO[N+]=2[O-])C=O,3.956
C(=O)N1C2=CC=CC=C2C=3CCNCC1=3,2.343
O=I(=O)C1=CC=CC=C1,0.226
FC(F)(F)CN(CC(F)(F)F)N=O,3.123
C1CCCC1(NC(=O)N(N=O)CCCl)C(=O)O,3.958
C1C2CC3CC1(CC(C2)C3)NC(N(N=O)CCCl)=O,5.318
OCC1C(C(C(NC(N(N=O)CCCl)=O)C(O)O1)O)O,0.731
N(N(C(NC1C=CCCC1)=O)CCCl)=O,3.837
C1CC(CCC1NC(N(CCCl)N=O)=O)C(=O)O,4.039333333333333
C1CC(CCC1NC(=O)N(N=O)CCCl)NC(=O)N(N=O)CCCl,4.165
C1CC(CCC1O)NC(N(CCCl)N=O)=O,3.04
C1CCC(C1)NC(=O)N(N=O)CCCl,3.295
C1CCCCC1NC(=O)N(CCCl)N=O,3.885
C1CCC(Cl)C(NC(N(N=O)CCCl)=O)C1,4.036
C1CCC(O)C(NC(N(N=O)CCCl)=O)C1,3.149
C1CCCCCCCCCCC1NC(N(N=O)CCCl)=O,7.09
O=S1(=O)CCC(CC1)NC(=O)N(N=O)CCCl,2.046
C1CSCCC1NC(=O)N(N=O)CCCl,3.291
O=S1(=O)CC(CS(=O)(=O)C1)NC(=O)N(N=O)CCCl,0.56
S1CC(CSC1)NC(=O)N(N=O)CCCl,4.098666666666667
C(CCCNC(N(CCCl)N=O)=O)NC(N(CCCl)N=O)=O,2.139
O=C(N(N=O)CCCl)NCCCl,2.372
N(C(N(N=O)CCCl)=O)CCO,1.625
C(NC=1C=CC=CC=1)(=O)N(N=O)CCCl,4.024
C1(O)=CC=C(C(O)=N1)NC(O)N(CCCl)N=O,1.889
C1CC(CCC1NC(=O)N(CCF)N=O)NC(=O)N(CCF)N=O,2.621
S1CC(CSC1)NC(=O)N(CCF)N=O,2.936
N(C(N(N=O)CCF)=O)CCCl,2.644
C1=CC(=CC=C1)CN(N=O)C2=CC=CC=C2,4.982
C1(C(Cl)CN(C1)N=O)Cl,2.319
C1=CCN(C1)N=O,1.573
N(N1CCC=CC1)=O,2.079
C1CN(CCC1=O)N=O,0.814
N1(N=O)CCC(Br)C(Br)C1,2.703
C1(C(Cl)CN(CC1)N=O)Cl,2.829
C1CN(CCC1O)N=O,0.609
C1CC(CCN1N=O)C2=CC=CC=C2,3.724
C1C(CCCN1N=O)O,0.601
C1CCCN1N=O,1.32
C1CCCCN1N=O,2.118
C1CC(N(CC1)N=O)=O,0.379
C1CCN(CCCC1)N=O,2.813
C1CCCCCCN(C1)N=O,3.132
C1N(CCN(CC1)N=O)N=O,0.976
C1CNCCN1N=O,1.116
C1COCCN1N=O,1.133
C1CN(CCS1)N=O,1.05
C=1(C=C2C=CC=CC2=C(O)C=1N=O)Br,4.055
C1=CC(=C(N=O)C=2C=CC=CC1=2)O,3.692
O=NC=1C=CC(=CC=1)NO,3.331
C1=2C=CC=CC1=C(C(=CC=2)N=O)O,3.947
C1CN1P(N2CC2)(N(N=CC3=CC=C(C=C3)Cl)C=4C=CC=CC=4)=O,1.922
C1CN1P(N2CC2)(N(N=CC3=CC=C(C=C3)F)C=4C=CC=CC=4)=O,1.814
C1CN1P(N2CC2)(N(N=CC3=CC=CC=C3)C4=CC=CC=C4)=O,2.677
C1CN1P(N2CC2)(N3CC3)=O,0.852
C1CN1P(N2CC2)(=O)NN=CC=3C=CC(F)=CC=3,1.928
C1CN1P(N2CC2)(=O)NN=CC=3C=CC=CC=3,2.826
FC(F)(F)COP(OCC(F)(F)F)(N1CCOCC1)=O,3.937
C(CCl)OP(OCCCl)(OCCCl)=O,2.712
C1=CC=C(C=C1)OP(OC2=CC=CC=C2)(OC3CS(=O)(=O)C=C3)=O,5.328666666666667
C=1C(OP(OC=2C=CC=CC=2)(OC=3C=CC=CC=3)=O)=CC=CC=1,6.003
ClCCN(CCCl)P1(NCCCO1)=O,2.117
ClCCN(CCCl)P1(N(CCCO1)Cl)=O,2.305
C(CNP1(N(CCCl)CCCO1)=O)Cl,2.34
O=S(=O)(C=1C=CC=CC=1)C=CC=CSC2=CC=CC=C2,5.669
O=S(=O)(CCl)C1=CC=CC=C1,3.432
O=S(=O)(NC1=CC=C(C=C1)Cl)CF,4.025
O=S(=O)(CF)NC=1C=CC=CC=1,1.96
O=S(=O)(C=1SC=CC=1)N=CC2=CC=C(Br)C=C2,3.254
O=S(=O)(C=1C=CC=CC=1)N=[N+]([O-])C=2C=CC=CC=2,4.574999999999999
FC(F)(F)S(=O)(=O)NCC=1C=CC=CC=1,3.753
O=S(=O)(C1=CC=CC=C1)NS(=O)(=O)C2=CC=CC=C2,0.899
FC(F)(F)S(=O)(=O)NC=1C=CC(=CC=1)C2=CC=CC=C2,7.132000000000001
FC(F)(F)S(=O)(=O)NC1=CC=C(C=C1)C(F)(F)F,5.798
FC(F)(F)S(=O)(=O)NC1=CC=C(C=C1)Cl,5.291
O=S(=O)(NC=1C=CC(=CC=1)Cl)C(F)F,4.721
FC(F)(F)S(=O)(=O)NC1=CC=C(Cl)C=C1Cl,5.402
FC(F)(F)S(=O)(=O)NC1=CC=CC(Cl)=C1,5.602
FC(F)(F)S(=O)(=O)NC1=CC=CC(=C1)F,4.727
FC(F)(F)S(=O)(=O)NC1=CC=CC=C1,3.5839999999999996
FC(F)S(=O)(=O)NC=1C=CC=CC=1,3.567
O=S(=O)(NC1=CC=CC=C1)C2=CC=CC3=C2N=CC=C3,3.328
c1cc(ccc1)C=Cc2c(S(=O)(=O)O)cc(-n3nc4ccc5ccccc5c4n3)cc2,0.03049999999999997
C1CN(CCO1)C=2NC(NC(=NC3=CC=CC=C3)N=2)=NC4=CC=C(C(S(=O)(=O)O)=C4)C=CC5=CC=C(C=C5S(=O)(=O)O)N=C6NC(N7CCOCC7)=NC(=NC8=CC=CC=C8)N6,3.3850000000000002
O=S(=O)(C1=CC(=C2C(C=CC=C2)=C1)O)O,1.244
c1cc(ccc1-c2ccccc2)S(=O)(=O)O,-0.6699999999999999
O=S(=O)(O)C1=CC=C(C=2C=CC=CC1=2)O,0.396
O=S(=O)(C1=CC=CC=2C(O)=CC=CC1=2)O,2.171
O=S(=O)(C=1C=2C(=CC=CC=2C=CC=1)O)O,1.252
O=S(=O)(OC1=CC=C(C=C1)C2=CNC(=N2)SCCC3=CNC=N3)C=4C=CC=CC=4,4.9239999999999995
O=S(=O)(C1=CC=CC=C1)OC=2C=CC=CC=2,5.08
O=S(=O)(C=1C=CC(=CC=1)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,5.195
FC(F)(F)S(=O)(=O)C=1C=CC=CC=1,3.2753333333333337
O=S(=O)(C=1C=CC=CC=1)C=2C=C3C=CC=NC3=CC=2,3.676
O=S(=O)(C1=CC=CC2=C1N=CC=C2)C3=CC=CC=C3,4.204
C=1C=CC(=CC=1)S(C2=CC=CC=C2)(=O)=O,3.397
C=1C=CC(=CC=1)CS(CC2=CC=CC=C2)=O,4.025
C=1C=CC=2N=C(NC=2C=1)S(=O)CC3=CC=CC=N3,2.563
C1=CC=C(C=C1)S(C2=CC=CC=C2)=O,3.804
O=S1(=O)C=CC2=CC=CC=C12,1.021
ClC(Cl)C1=NS(=O)(=O)C=2C(=CC(Cl)=CC=2)N1,3.256
FC(F)(F)C1=NS(=O)(=O)C2=CC=C(C=C2N1)Cl,2.779
O=S1(=O)N=C(C2=CCCC2)NC3=CC=CC=C13,3.212
O=S1(=O)C2=CC=CC=C2NC(C3C4C=CC(C3)C4)=N1,3.584
O=S1(=O)C=2C(=CC=CC=2)NC(C3CC=CCC3)=N1,3.186
O=S1(=O)N=C(NC2=CC=C(Cl)C=C12)C3CCC3,3.746
O=S1(=O)C2=CC=CC=C2NC(=N1)C3CCCCC3,3.792
O=S1(=O)C2=CC=C(Cl)C=C2NC(=N1)CCl,3.625666666666667
O=S1(=O)N=C(NC=2C1=CC=CC=2)CC3=CC=CC=C3,3.512
O=S1(=O)N=C(C=2C=CC=CC=2)NC3=CC=CC=C13,3.249
O=S1(=O)C2=CC=C(C=C2NC=N1)Cl,2.567
O=S1(=O)N=CNC2=CC=C(C=C12)Cl,2.312
O=S1(=O)C=2C(=CC=CC=2)NC=N1,1.711
C1=C2C(=CC=C1)NS(=O)(=O)N2,1.794
